,company,title,date,salary,workingform,target,position,experience,sex,city
714,NHÂN VIÊN IT,Công ty TNHH MCNEX VINA,18/07/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Ninh Bình
715,IOS,TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM HÀNG KHÔNG,01/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
716,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty cổ phần Ecoit,13/06/2021,8-13 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
717,LẬP TRÌNH VIÊN .NET,Công ty CP Hệ Thống Thông Tin FPT,"0/05/2021
",Tới 30 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
718,LẬP TRÌNH VIÊN JAVA,Công ty CP Hệ Thống Thông Tin FPT,19/05/2021,20-30 triệu,Toàn thời gian,10 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
719,THỰC TẬP SINH,Công ty TNHH Aziworld,30/06/2021,1-3 triệu,Toàn thời gian,2 người,Thực tập sinh,Không yêu cầu,Nữ,Hồ Chí Minh
720,CHĂM SÓC KHÁCH HÀNG,"EYE SOLUTION CO., LTD",19/05/2021,6-8 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
721,NHÂN VIÊN KỸ THUẬT,CÔNG TY TNHH THƯƠNG MẠI GEARVN,30/05/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Nam,Hồ Chí Minh
722,PHP,CÔNG TY CỔ PHẦN CÔNG NGHỆ DỊCH VỤ MITEK,17/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
723,QUẢN TRỊ HỆ THỐNG,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG AWING VIỆT NAM,22/05/2021,12-16 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Nam,Hà Nội
724,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty CP Công nghệ Cyber Eye,29/05/2021,10-18 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
725,Công ty TNHH Mass Recruitment,,30/06/2021,14-28 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
726,MOBILE DEVELOPER,Vietnamnet I-com,29/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
727,LẬP TRÌNH VIÊN,Công Ty Cổ Phần Tập đoàn Ominext,04/06/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
728,XỬ LÝ DỮ LIỆU,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN ĐỊA LÝ EK,12/06/2021,7-12 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Nam,Hà Nội
729,Công ty Cổ phần phát triển phần mềm Asia,,29/05/2021,7-15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
730,MARKETING ONLINE,Công Ty TNHH Truyền Thông Tầm Nhìn Cộng,29/05/2021,Tới 10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
731,NHÂN VIÊN SEO,Công Ty TNHH Truyền Thông Tầm Nhìn Cộng,29/05/2021,Tới 10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
732,SYSTEM ADMIN,CÔNG TY CP VTC DỊCH VỤ DI ĐỘNG,02/06/2021,15-30 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Nam,Hà Nội
733,NHÂN VIÊN KINH DOANH,Công ty cổ phần công nghệ PosApp,"4/05/2021
",12-20 triệu,Toàn thời gian,10 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
734,Công ty Cổ phần Odin Land Miền Bắc,,31/05/2021,Thoả thuận,Toàn thời gian,1 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
735,NHÂN VIÊN IT,Công ty TNHH Thực phẩm Thương mại Đại Phát,29/05/2021, 7-10 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Nam,Bình Dương
736,Chi nhánh miền Bắc - Công ty TNHH MTV Tiếp Vận Gemadept,,29/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
737,PHP DEVELOPER,Công ty TNHH Lửa Á Châu,29/05/2021,2-4 triệu,Thực tập,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
738,TESTER,Công ty Cổ phần Skynet Việt Nam,"8/07/2021
", Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Dưới 1 năm,Nam,Hà Nội
739,ANDROID,CPRSoftware,16/05/2021,Thoả thuận,Bán thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
740,SOFTWARE ENGINEER,CÔNG TY CỔ PHẦN GIẢI PHÁP THÔNG MINH PHENIKAA,31/05/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
741,NHÂN VIÊN IT,Công Ty Cổ Phần Tập đoàn Ominext,29/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Hà Nội
742,Công ty Cổ phần Piclife,,28/07/2021,25-30 triệu,Toàn thời gian,1 người,Quản lý / Giám sát,3 năm,Nam,Hà Nội
743,Công ty cổ phần tập đoàn Tino,,30/06/2021,Trên 10 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Nữ,Hồ Chí Minh
744,NHÂN VIÊN KINH DOANH,Công ty cổ phần tập đoàn Tino,23/05/2021,8-20 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
745,JAVA DEVELOPER,TDA Việt Nam,30/05/2021,17-35 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
746,ANDROID DEVELOPER,TDA Việt Nam,30/05/2021,Tới 50 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
747,NHÂN VIÊN KINH DOANH,CÔNG TY CỔ PHẦN CNV HOLDINGS,28/07/2021,Tới 30 triệu,Toàn thời gian,10 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
748,JAVA,Công ty TNHH Tele247 Global,29/05/2021,Tới 40 triệu,Toàn thời gian,1 người,Nhân viên,4 năm,Nam,Hà Nội
749,NHÂN VIÊN KINH DOANH,Công ty cổ phần Hồng Lam,29/05/2021,Trên 8 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
750,NODEJS,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,29/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
751,Công ty CP Beta Media,,29/05/2021,7-10 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Nam,Hà Nội
752,JAVA,Viettel Digital,28/07/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
753,Công Ty Cổ Phần Công Nghệ VMO Holdings,,29/05/2021,Thoả thuận,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
754,Công ty Cổ phần V.B.P.O,,31/05/2021,Trên 6 triệu,Bán thời gian,30 người,Nhân viên,Không yêu cầu,Nữ,Đà Nẵng
755,DIGITAL MARKETING,Thẩm mỹ viện Thảo Xinh,28/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
756,FPT Software,,03/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,6 năm,Không yêu cầu,Hồ Chí Minh
757,PHP,Công ty CP MindBank Group,29/05/2021,23-46 triệu,Toàn thời gian,1 người,Trưởng nhóm,3 năm,Không yêu cầu,Hà Nội
758,Công ty CP Công nghệ Ligosoft,,15/05/2021,Tới 12 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Nam,Thanh Hoá
759,TRƯỞNG PHÒNG MARKETING,TRUNG TÂM ANH NGỮ QUỐC TẾ PEC,29/05/2021,Thoả thuận,Toàn thời gian,1 người,Trưởng/Phó phòng,Không yêu cầu,Không yêu cầu,Hải Phòng
760,NHÂN VIÊN TƯ VẤN,Công ty CP Hệ Thống Thông Tin FPT,29/05/2021,Tới 35 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
761,NODEJS,Công ty Cổ phần VNEXT SOFTWARE,29/05/2021,"Tới 20 triệu
",Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
762,Công ty CP EBIZ,,31/05/2021,Trên 10 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Bà Rịa-Vũng Tàu
763,PROJECT MANAGER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 40 triệu,Toàn thời gian,2 người,Trưởng/Phó phòng,Dưới 1 năm,Không yêu cầu,Hà Nội
764,PYTHON,Công ty Cổ phần Công nghệ thông tin Đông Nam Á,13/06/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
765,GAME DESIGNER,ZENGA VIET NAM CREATIVE EDUCATION COMPANY LIMITED,28/07/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Thanh Xuân
766,TESTER,Công ty cổ phần đầu tư và công nghệ Idocnet,16/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
767,Công ty cổ phần đầu tư và công nghệ Idocnet,,16/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
768,PHÂN TÍCH NGHIỆP VỤ,Công ty Cổ phần ô tô tải Việt Nam,29/05/2021,12-20 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
769,TESTER,CÔNG TY TNHH TIN HỌC & DỊCH VỤ NAM LONG,29/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
770,JAVA DEVELOPER,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,28/07/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
771,JAVA DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 35 triệu,Toàn thời gian,6 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
772,PHP DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
773,PYTHON,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 30 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
774,BACKEND DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Trên 2 triệu,Toàn thời gian,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
775,Công ty TNHH TM DV ĐT Tin Học BÁCH VIỆT,,29/05/2021,7-12 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Dương
776,FRONT-END DEVELOPER,Tigren Solutions,31/05/2021,9-15 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
777,NHÂN VIÊN KINH DOANH,Công ty cổ phần Đầu tư P&T,02/06/2021,10-15 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
778,JAVA,CÔNG TY TNHH MIAGI SOLUTION,03/06/2021,Thoả thuận,Toàn thời gian,4 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
779,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty Cổ Phần Symper Việt Nam,12/06/2021,Tới 16 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
780,AHAMOVE - Người vận chuyển của bạn,,29/05/2021,Tới 40 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
781,AHAMOVE - Người vận chuyển của bạn,,29/05/2021,Tới 40 triệu,Toàn thời gian,1 người,Trưởng nhóm,3 năm,Không yêu cầu,Hồ Chí Minh
782,FRONTEND DEVELOPER,Tập đoàn Sunshine - Sunshine Group,04/06/2021,17-27 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
783,DEVELOPER,Công ty TNHH Hỗ trợ doanh nghiệp,13/06/2021,Trên 10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
784,DEVELOPER,Công ty CP Cyberlotus,29/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hà Nội
785,CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK,,22/06/2021,Tới 35 triệu,Toàn thời gian,1 người,Trưởng nhóm,3 năm,Không yêu cầu,Hà Nội
786,NHÂN VIÊN KINH DOANH,Công ty CP Nhà An Toàn,27/06/2021,10-15 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
787,Công ty CP Công nghệ Cyber Eye,,27/07/2021,Tới 20 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
788,DEVOPS ENGINEER,hocmai.vn,28/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
789,REACTJS,MeU Solutions,27/07/2021,Thoả thuận,Thực tập,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
790,FRONTEND ENGINEER,MeU Solutions,27/07/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
791,DEVOPS ENGINEER,Công ty TNHH Alpaca Việt Nam,31/05/2021,Tới 35 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
792,TESTER,Công Ty Cổ Phần Công Nghệ VMO Holdings,28/05/2021,Thoả thuận,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
